iteration,fidelity,n_samples,metallicity,envelope_eff_alpha,sigma_bh,sigma_ns,y_cnp,y_cnp_err,y_raw,log_prop,bce
0.00000,0.00000,1000.00000,0.01803,93.09309,731.04102,326.14615,0.18067,0.02192,0.00100,0.65932,0.31582
0.00000,0.00000,1000.00000,0.02036,13.81381,283.42343,198.94894,0.19574,0.02192,0.00100,0.65127,0.30725
0.00000,0.00000,1000.00000,0.02413,0.70070,590.25024,533.93396,0.21759,0.02192,0.00400,0.67118,0.35304
0.00000,0.00000,1000.00000,0.01893,4.30430,982.52252,814.54456,0.21368,0.02192,0.00100,0.68722,0.38519
0.00000,0.00000,1000.00000,0.01761,27.32733,500.92093,796.09607,0.21128,0.02192,0.00200,0.67634,0.37544
0.00000,0.00000,1000.00000,0.00725,71.97197,264.97498,56.21622,0.18623,0.02192,0.01200,0.64699,0.28935
0.00000,0.00000,1000.00000,0.00686,91.19119,645.59558,356.24625,0.17996,0.02192,0.00700,0.65714,0.32198
0.00000,0.00000,1000.00000,0.00851,82.48248,139.71973,502.86285,0.18115,0.02192,0.00500,0.64516,0.27274
0.00000,0.00000,1000.00000,0.01432,31.23123,852.41241,605.78577,0.20639,0.02192,0.00300,0.68005,0.38112
0.00000,0.00000,1000.00000,0.01324,5.60561,787.35736,722.30231,0.21964,0.02192,0.00400,0.68373,0.38512
0.00000,0.00000,1000.00000,0.01324,28.82883,983.49347,651.42145,0.19876,0.02192,0.00300,0.67549,0.36903
0.00000,0.00000,1000.00000,0.02368,83.38338,437.80780,202.83284,0.17927,0.02192,0.00100,0.64946,0.29296
0.00000,0.00000,1000.00000,0.02078,71.77177,589.27930,757.25726,0.19623,0.02192,0.00100,0.66919,0.34416
0.00000,0.00000,1000.00000,0.02617,48.54855,172.73273,33.88388,0.17236,0.02192,0.00100,0.64506,0.28793
0.00000,0.00000,1000.00000,0.01731,68.06807,642.68268,518.39838,0.18166,0.02192,0.00100,0.65259,0.29863
0.00000,0.00000,1000.00000,0.00579,55.85585,365.95596,288.27829,0.19465,0.02192,0.00800,0.65212,0.30792
0.00000,0.00000,1000.00000,0.01509,61.66166,453.34335,69.80981,0.16732,0.02192,0.00100,0.63865,0.25997
0.00000,0.00000,1000.00000,0.01402,92.89289,463.05304,430.04004,0.17482,0.02192,0.00400,0.64214,0.27180
0.00000,0.00000,1000.00000,0.00279,75.67567,207.68768,877.65765,0.20155,0.02192,0.01200,0.65925,0.31586
0.00000,0.00000,1000.00000,0.01462,40.04004,657.24725,224.19420,0.19007,0.02192,0.00200,0.66129,0.32769
0.00000,0.00000,1000.00000,0.00288,58.85886,377.60760,950.48047,0.19402,0.02192,0.01100,0.65720,0.31813
0.00000,0.00000,1000.00000,0.01495,75.07507,981.55157,606.75677,0.17837,0.02192,0.00200,0.66755,0.35147
0.00000,0.00000,1000.00000,0.00303,10.01001,926.20618,618.40839,0.21246,0.02192,0.01200,0.67707,0.37647
0.00000,0.00000,1000.00000,0.02234,47.84785,377.60760,357.21722,0.19485,0.02192,0.00100,0.64982,0.29842
0.00000,0.00000,1000.00000,0.00662,89.98999,947.56757,496.06607,0.18221,0.02192,0.00500,0.66304,0.33120
0.00000,0.00000,1000.00000,0.01495,95.39539,778.61859,905.81580,0.18866,0.02192,0.00200,0.66890,0.34355
0.00000,0.00000,1000.00000,0.01138,47.24725,699.96997,359.15915,0.20045,0.02192,0.00100,0.67206,0.35783
0.00000,0.00000,1000.00000,0.01527,1.50150,245.55556,280.51050,0.21727,0.02192,0.00500,0.65715,0.32184
0.00000,0.00000,1000.00000,0.00773,60.96096,188.26826,856.29633,0.20473,0.02192,0.00500,0.66030,0.31477
0.00000,0.00000,1000.00000,0.02192,22.52252,190.21021,478.58859,0.21684,0.02192,0.00100,0.66429,0.33956
0.00000,0.00000,1000.00000,0.02623,48.84885,671.81183,826.19617,0.20058,0.02192,0.00100,0.67353,0.35560
0.00000,0.00000,1000.00000,0.01351,46.44645,98.93894,68.83884,0.18096,0.02192,0.00200,0.64467,0.28367
0.00000,0.00000,1000.00000,0.00887,91.89189,105.73573,731.04102,0.17178,0.02192,0.00300,0.64337,0.25666
0.00000,0.00000,1000.00000,0.02455,88.08809,719.38940,929.11914,0.19415,0.02192,0.00100,0.67349,0.35189
0.00000,0.00000,1000.00000,0.01566,35.73574,364.98499,79.51952,0.17151,0.02192,0.00200,0.63797,0.25855
0.00000,0.00000,1000.00000,0.01288,0.40040,697.05707,520.34033,0.22766,0.02192,0.01000,0.68858,0.40189
0.00000,0.00000,1000.00000,0.00683,7.30731,899.01904,418.38840,0.23525,0.02192,0.00500,0.69190,0.40273
0.00000,0.00000,1000.00000,0.00869,76.07607,257.20721,619.37939,0.18129,0.02192,0.00200,0.64579,0.28482
0.00000,0.00000,1000.00000,0.01261,49.84985,733.95398,622.29230,0.20114,0.02192,0.00300,0.66650,0.33593
0.00000,0.00000,1000.00000,0.02237,17.31732,612.58258,742.69269,0.21214,0.02192,0.00200,0.67307,0.35658
0.00000,0.00000,1000.00000,0.02494,81.98198,502.86285,594.13416,0.20094,0.02192,0.00200,0.66291,0.32361
0.00000,0.00000,1000.00000,0.00731,67.56757,599.95996,801.92194,0.20008,0.02192,0.00800,0.66887,0.34016
0.00000,0.00000,1000.00000,0.01213,15.51552,861.15112,265.94595,0.21224,0.02192,0.00300,0.67801,0.36979
0.00000,0.00000,1000.00000,0.01581,96.89690,433.92392,440.72073,0.18543,0.02192,0.00100,0.65049,0.29065
0.00000,0.00000,1000.00000,0.01040,7.40741,300.90091,556.26630,0.20990,0.02192,0.00200,0.65776,0.32149
0.00000,0.00000,1000.00000,0.02985,49.54955,233.90390,309.63965,0.20261,0.02192,0.00100,0.65431,0.31075
0.00000,0.00000,1000.00000,0.02557,62.36236,199.91992,252.35236,0.19271,0.02192,0.00300,0.64766,0.28937
0.00000,0.00000,1000.00000,0.02111,12.41241,767.93793,268.85886,0.22030,0.02192,0.00200,0.68242,0.37992
0.00000,0.00000,1000.00000,0.01414,54.55455,878.62860,371.78177,0.20993,0.02192,0.00100,0.68370,0.38752
0.00000,0.00000,1000.00000,0.01677,79.97998,270.80081,41.65165,0.19187,0.02192,0.00100,0.65763,0.31542
0.00000,0.00000,1000.00000,0.02114,43.64364,80.49049,86.31631,0.18104,0.02192,0.00200,0.64345,0.27654
0.00000,0.00000,1000.00000,0.01614,12.41241,431.01102,83.40340,0.18653,0.02192,0.00200,0.65042,0.29490
0.00000,0.00000,1000.00000,0.01453,23.52352,617.43744,962.13214,0.21264,0.02192,0.00200,0.67794,0.37292
0.00000,0.00000,1000.00000,0.02135,70.87087,130.98099,582.48248,0.19364,0.02192,0.00300,0.65300,0.29057
0.00000,0.00000,1000.00000,0.02476,12.31231,787.35736,469.84985,0.21621,0.02192,0.00100,0.68335,0.39203
0.00000,0.00000,1000.00000,0.02177,40.34034,430.04004,443.63364,0.21570,0.02192,0.00200,0.66556,0.33843
0.00000,0.00000,1000.00000,0.00683,78.17818,527.13715,449.45947,0.19380,0.02192,0.00600,0.65424,0.30485
0.00000,0.00000,1000.00000,0.00794,71.47147,267.88788,549.46948,0.18455,0.02192,0.00300,0.64866,0.29793
0.00000,0.00000,1000.00000,0.00240,83.68369,651.42145,151.37137,0.19732,0.02192,0.01700,0.65904,0.32409
0.00000,0.00000,1000.00000,0.00857,18.31832,695.11511,927.17719,0.22114,0.02192,0.00600,0.68051,0.38135
0.00000,0.00000,1000.00000,0.00327,25.22523,907.75775,955.33533,0.22387,0.02192,0.01400,0.69198,0.40808
0.00000,0.00000,1000.00000,0.01509,27.12713,499.94995,169.81982,0.19743,0.02192,0.00500,0.66022,0.32233
0.00000,0.00000,1000.00000,0.01303,94.49449,296.04605,325.17517,0.18162,0.02192,0.00400,0.64098,0.27251
0.00000,0.00000,1000.00000,0.01498,29.52953,458.19821,163.99399,0.19452,0.02192,0.00400,0.65540,0.30939
0.00000,0.00000,1000.00000,0.01803,41.14114,603.84387,430.04004,0.20989,0.02192,0.00300,0.67909,0.38387
0.00000,0.00000,1000.00000,0.01067,7.30731,392.17218,645.59558,0.20509,0.02192,0.00500,0.65518,0.31611
0.00000,0.00000,1000.00000,0.02132,97.59760,782.50250,171.76176,0.19235,0.02192,0.00300,0.66690,0.34312
0.00000,0.00000,1000.00000,0.01536,25.02502,852.41241,984.46448,0.21525,0.02192,0.00400,0.68821,0.40044
0.00000,0.00000,1000.00000,0.00010,63.66366,275.65567,424.21420,0.22920,0.02192,0.02400,0.66920,0.35160
0.00000,0.00000,1000.00000,0.01141,90.59059,304.78479,732.01202,0.16866,0.02192,0.00500,0.63247,0.24762
0.00000,0.00000,1000.00000,0.02374,6.50651,363.04303,930.09009,0.21879,0.02192,0.00200,0.67263,0.36299
0.00000,0.00000,1000.00000,0.00231,2.30230,535.87585,309.63965,0.22906,0.02192,0.03100,0.67226,0.36345
0.00000,0.00000,1000.00000,0.01920,14.21421,243.61362,968.92896,0.20967,0.02192,0.00400,0.65475,0.30502
0.00000,0.00000,1000.00000,0.00070,28.12813,821.34137,848.52850,0.23251,0.02192,0.02700,0.68797,0.39410
0.00000,0.00000,1000.00000,0.01755,56.85686,168.84885,488.29831,0.19031,0.02192,0.00300,0.64377,0.27825
0.00000,0.00000,1000.00000,0.01294,18.11812,85.34534,163.02303,0.18612,0.02192,0.00600,0.63736,0.26525
0.00000,0.00000,1000.00000,0.01587,86.78679,371.78177,369.83984,0.19003,0.02192,0.00500,0.64875,0.28966
0.00000,0.00000,1000.00000,0.01566,64.06406,166.90691,405.76578,0.19113,0.02192,0.00500,0.64191,0.27544
0.00000,0.00000,1000.00000,0.01067,20.32032,485.38538,619.37939,0.20860,0.02192,0.00600,0.66182,0.33017
0.00000,0.00000,1000.00000,0.00480,94.59460,231.96196,710.65063,0.18656,0.02192,0.00900,0.64870,0.28541
0.00000,0.00000,1000.00000,0.00875,14.11411,407.70770,968.92896,0.21151,0.02192,0.00800,0.66526,0.34295
0.00000,0.00000,1000.00000,0.00531,68.66867,998.05804,975.72571,0.20788,0.02192,0.01100,0.68187,0.37974
0.00000,0.00000,1000.00000,0.00294,18.41842,925.23523,792.21222,0.22038,0.02192,0.01700,0.67901,0.36554
0.00000,0.00000,1000.00000,0.00055,18.51852,231.96196,581.51154,0.24071,0.02192,0.02100,0.67480,0.37137
0.00000,0.00000,1000.00000,0.02752,35.93594,510.63065,817.45746,0.19426,0.02192,0.00200,0.66167,0.32419
0.00000,0.00000,1000.00000,0.00264,80.08008,78.54855,102.82282,0.19656,0.02192,0.02000,0.64774,0.27814
0.00000,0.00000,1000.00000,0.00965,12.81281,494.12411,998.05804,0.20680,0.02192,0.00700,0.66328,0.33289
0.00000,0.00000,1000.00000,0.01076,83.28329,604.81482,684.43445,0.18788,0.02192,0.00400,0.65544,0.30927
0.00000,0.00000,1000.00000,0.02380,4.10410,135.83583,305.75577,0.19770,0.02192,0.00300,0.64330,0.28241
0.00000,0.00000,1000.00000,0.01108,63.56356,230.02002,201.86186,0.18736,0.02192,0.00600,0.63637,0.26114
0.00000,0.00000,1000.00000,0.01354,77.27728,374.69470,977.66766,0.18068,0.02192,0.00300,0.65308,0.30587
0.00000,0.00000,1000.00000,0.02817,19.61962,274.68469,730.07007,0.21258,0.02192,0.00200,0.66303,0.33887
0.00000,0.00000,1000.00000,0.02033,94.19419,522.28229,705.79578,0.19463,0.02192,0.00400,0.66611,0.33566
0.00000,0.00000,1000.00000,0.01599,87.38739,844.64465,152.34235,0.19219,0.02192,0.00600,0.66604,0.33862
0.00000,0.00000,1000.00000,0.02934,56.65666,963.10309,923.29327,0.20060,0.02192,0.00300,0.67878,0.37269
0.00000,0.00000,1000.00000,0.00456,72.57257,601.90192,369.83984,0.19035,0.02192,0.01500,0.65891,0.33162
0.00000,0.00000,1000.00000,0.01800,38.03804,549.46948,427.12714,0.20380,0.02192,0.00500,0.66637,0.34849
0.00000,0.00000,1000.00000,0.02512,9.10911,648.50848,743.66364,0.20988,0.02192,0.00200,0.67269,0.36254
0.00000,0.00000,1000.00000,0.00683,54.25425,921.35138,573.74371,0.18174,0.02192,0.00900,0.65753,0.32341
0.00000,0.00000,1000.00000,0.01599,17.21722,448.48849,121.27127,0.18229,0.02192,0.00500,0.64601,0.28760
0.00000,0.00000,1000.00000,0.02731,58.95896,226.13614,851.44147,0.20624,0.02192,0.00300,0.66093,0.32697
0.00000,0.00000,1000.00000,0.01518,23.22322,954.36438,933.97400,0.21425,0.02192,0.00200,0.69508,0.42392
0.00000,0.00000,1000.00000,0.02231,29.42943,286.33633,170.79079,0.19172,0.02192,0.00400,0.65031,0.30141
0.00000,0.00000,1000.00000,0.02452,51.05105,538.78882,967.95795,0.18551,0.02192,0.00300,0.65755,0.31833
0.00000,0.00000,1000.00000,0.01881,39.23924,691.23120,842.70270,0.19774,0.02192,0.00300,0.66998,0.35476
0.00000,0.00000,1000.00000,0.00923,50.35035,311.58157,555.29529,0.18660,0.02192,0.00700,0.64649,0.29241
0.00000,0.00000,1000.00000,0.00764,33.83384,389.25925,238.75876,0.19054,0.02192,0.01100,0.64878,0.30197
0.00000,0.00000,1000.00000,0.00938,10.31031,226.13614,945.62561,0.20435,0.02192,0.01100,0.64798,0.29160
0.00000,0.00000,1000.00000,0.02045,6.20621,735.89587,113.50350,0.21985,0.02192,0.00400,0.68425,0.40581
0.00000,0.00000,1000.00000,0.01204,70.77077,761.14111,725.21521,0.18327,0.02192,0.00500,0.65708,0.31889
0.00000,0.00000,1000.00000,0.01949,8.80881,526.16614,662.10211,0.20547,0.02192,0.00400,0.66359,0.34146
0.00000,0.00000,1000.00000,0.02066,68.36837,571.80182,941.74176,0.17247,0.02192,0.00500,0.65010,0.29697
0.00000,0.00000,1000.00000,0.01318,2.00200,101.85185,689.28931,0.19720,0.02192,0.00600,0.65045,0.29873
0.00000,0.00000,1000.00000,0.00166,23.12312,524.22424,251.38138,0.20930,0.02192,0.01700,0.66153,0.33638
0.00000,0.00000,1000.00000,0.01324,61.26126,725.21521,750.46045,0.19553,0.02192,0.00500,0.66414,0.33971
0.00000,0.00000,1000.00000,0.02524,45.24525,417.41742,180.50050,0.18589,0.02192,0.00300,0.65011,0.30095
0.00000,0.00000,1000.00000,0.00917,87.28728,622.29230,641.71173,0.17659,0.02192,0.00600,0.64608,0.28831
0.00000,0.00000,1000.00000,0.02437,51.95195,550.44043,879.59961,0.17525,0.02192,0.00400,0.64951,0.29836
0.00000,0.00000,1000.00000,0.02563,89.98999,390.23022,753.37335,0.16824,0.02192,0.00300,0.64251,0.27882
0.00000,0.00000,1000.00000,0.01096,96.49650,784.44446,133.89389,0.17281,0.02192,0.00500,0.64923,0.29387
0.00000,0.00000,1000.00000,0.00665,28.52853,562.09210,396.05606,0.19416,0.02192,0.01200,0.65531,0.32307
0.00000,0.00000,1000.00000,0.00645,98.39840,636.85687,366.92694,0.16324,0.02192,0.01200,0.64028,0.27994
0.00000,0.00000,1000.00000,0.00674,72.77277,851.44147,380.52051,0.19531,0.02192,0.00600,0.67271,0.35849
0.00000,0.00000,1000.00000,0.01979,1.20120,822.31232,473.73373,0.20225,0.02192,0.00700,0.66735,0.35188
0.00000,0.00000,1000.00000,0.00561,74.57458,660.16016,548.49847,0.17307,0.02192,0.01300,0.63681,0.26187
0.00000,0.00000,1000.00000,0.02383,78.47848,825.22522,871.83185,0.18412,0.02192,0.00200,0.66415,0.34060
0.00000,0.00000,1000.00000,0.02431,13.11311,781.53156,950.48047,0.20215,0.02192,0.00400,0.67200,0.36076
0.00000,0.00000,1000.00000,0.00151,90.79079,672.78278,915.52551,0.18833,0.02192,0.02100,0.65630,0.31093
0.00000,0.00000,1000.00000,0.01312,52.05205,691.23120,534.90491,0.18282,0.02192,0.00400,0.65321,0.31434
0.00000,0.00000,1000.00000,0.00393,19.01902,322.26227,984.46448,0.20454,0.02192,0.01900,0.64904,0.30214
0.00000,0.00000,1000.00000,0.00636,39.03904,856.29633,842.70270,0.20717,0.02192,0.01300,0.67261,0.35654
0.00000,0.00000,1000.00000,0.02731,24.82483,389.25925,633.94397,0.18523,0.02192,0.00300,0.64722,0.29717
0.00000,0.00000,1000.00000,0.01351,33.13313,644.62463,772.79279,0.19705,0.02192,0.00400,0.66342,0.33974
0.00000,0.00000,1000.00000,0.01135,72.77277,913.58356,853.38336,0.20069,0.02192,0.00200,0.68442,0.39566
0.00000,0.00000,1000.00000,0.01031,0.60060,381.49149,858.23822,0.21203,0.02192,0.00900,0.65948,0.33478
0.00000,0.00000,1000.00000,0.02327,17.11712,672.78278,575.68567,0.21101,0.02192,0.00200,0.66909,0.35527
0.00000,0.00000,1000.00000,0.02961,77.17718,721.33136,366.92694,0.18618,0.02192,0.00300,0.66220,0.32987
0.00000,0.00000,1000.00000,0.00719,70.97097,146.51651,132.92293,0.17550,0.02192,0.01100,0.63132,0.24789
0.00000,0.00000,1000.00000,0.00357,19.11912,436.83682,985.43542,0.21422,0.02192,0.01500,0.66117,0.33777
0.00000,0.00000,1000.00000,0.01743,85.58559,940.77075,397.99799,0.17940,0.02192,0.00600,0.66072,0.32249
0.00000,0.00000,1000.00000,0.01635,32.13213,618.40839,228.07808,0.19278,0.02192,0.00400,0.65792,0.32506
0.00000,0.00000,1000.00000,0.01890,51.75175,49.41942,370.81082,0.15161,0.02192,0.00300,0.62957,0.23063
0.00000,0.00000,1000.00000,0.01533,80.68068,835.90588,925.23523,0.19407,0.02192,0.00500,0.67346,0.36640
0.00000,0.00000,1000.00000,0.00600,55.75576,598.01801,263.03302,0.19022,0.02192,0.01300,0.65157,0.30716
0.00000,0.00000,1000.00000,0.00836,80.68068,444.60461,357.21722,0.17553,0.02192,0.00700,0.63666,0.26750
0.00000,0.00000,1000.00000,0.00902,71.97197,244.58458,269.82983,0.18290,0.02192,0.00500,0.63816,0.27123
0.00000,0.00000,1000.00000,0.02862,44.24424,106.70670,825.22522,0.17528,0.02192,0.00200,0.64018,0.26557
0.00000,0.00000,1000.00000,0.02048,81.08108,557.23724,577.62762,0.18523,0.02192,0.00300,0.65124,0.30150
0.00000,0.00000,1000.00000,0.01830,34.03403,740.75073,182.44244,0.18930,0.02192,0.00200,0.66059,0.33935
0.00000,0.00000,1000.00000,0.01755,62.46246,483.44345,202.83284,0.18312,0.02192,0.00400,0.65052,0.30319
0.00000,0.00000,1000.00000,0.00468,4.00400,574.71472,795.12512,0.21390,0.02192,0.01200,0.66335,0.33992
0.00000,0.00000,1000.00000,0.01668,97.29729,485.38538,240.70070,0.17076,0.02192,0.00200,0.64701,0.29021
0.00000,0.00000,1000.00000,0.02497,27.42743,793.18317,843.67365,0.20643,0.02192,0.00200,0.67896,0.38160
0.00000,0.00000,1000.00000,0.01638,41.24124,844.64465,867.94794,0.20468,0.02192,0.00400,0.67995,0.38307
0.00000,0.00000,1000.00000,0.01414,57.65766,428.09808,475.67569,0.21680,0.02192,0.00200,0.67493,0.36452
0.00000,0.00000,1000.00000,0.00231,22.72272,448.48849,33.88388,0.18661,0.02192,0.01800,0.64619,0.28900
0.00000,0.00000,1000.00000,0.00582,58.75876,186.32632,713.56354,0.21013,0.02192,0.01100,0.65581,0.31646
0.00000,0.00000,1000.00000,0.02826,67.16717,572.77277,261.09109,0.18552,0.02192,0.00100,0.65780,0.32290
0.00000,0.00000,1000.00000,0.02707,23.42342,109.61962,114.47447,0.16835,0.02192,0.00200,0.62998,0.24815
0.00000,0.00000,1000.00000,0.00100,80.08008,241.67168,95.05505,0.20250,0.02192,0.02200,0.65171,0.30987
0.00000,0.00000,1000.00000,0.00306,24.82483,665.98596,715.50549,0.21794,0.02192,0.01600,0.66968,0.35719
0.00000,0.00000,1000.00000,0.01132,32.63263,770.85083,303.81381,0.19502,0.02192,0.00100,0.66526,0.34704
0.00000,0.00000,1000.00000,0.01884,3.30330,36.79679,678.60858,0.12966,0.02192,0.00100,0.61480,0.19438
0.00000,0.00000,1000.00000,0.02551,73.97398,580.54053,369.83984,0.18057,0.02192,0.00200,0.66135,0.34094
0.00000,0.00000,1000.00000,0.02365,69.36937,48.44845,463.05304,0.14253,0.02192,0.00100,0.62745,0.22243
0.00000,0.00000,1000.00000,0.00815,11.31131,278.56857,66.89690,0.18002,0.02192,0.00300,0.64799,0.28588
0.00000,0.00000,1000.00000,0.00220,80.68068,296.04605,371.78177,0.19811,0.02192,0.01900,0.64709,0.29982
0.00000,0.00000,1000.00000,0.01354,15.61562,579.56958,750.46045,0.20343,0.02192,0.00200,0.66333,0.33855
0.00000,0.00000,1000.00000,0.00935,37.23724,387.31732,641.71173,0.18593,0.02192,0.00300,0.64892,0.30026
0.00000,0.00000,1000.00000,0.01704,82.28228,542.67267,666.95697,0.19515,0.02192,0.00100,0.66267,0.33362
0.00000,0.00000,1000.00000,0.00270,68.66867,995.14514,164.96497,0.19755,0.02192,0.01900,0.66489,0.34463
0.00000,0.00000,1000.00000,0.01213,46.94695,421.30130,181.47147,0.18366,0.02192,0.00300,0.64777,0.29633
0.00000,0.00000,1000.00000,0.00869,29.42943,835.90588,884.45447,0.20385,0.02192,0.00400,0.67804,0.37962
0.00000,0.00000,1000.00000,0.01007,66.06606,795.12512,840.76074,0.19581,0.02192,0.00300,0.67010,0.35615
0.00000,0.00000,1000.00000,0.01117,79.47948,912.61261,572.77277,0.18775,0.02192,0.00200,0.67326,0.37187
0.00000,0.00000,1000.00000,0.00082,28.12813,751.43146,709.67969,0.22386,0.02192,0.02800,0.66815,0.34821
0.00000,0.00000,1000.00000,0.02913,62.76276,468.87888,653.36334,0.18494,0.02192,0.00100,0.65442,0.31195
0.00000,0.00000,1000.00000,0.00049,85.78579,473.73373,858.23822,0.19214,0.02192,0.03000,0.64478,0.28512
0.00000,0.00000,1000.00000,0.01102,71.77177,845.61560,725.21521,0.17703,0.02192,0.00300,0.65407,0.30876
0.00000,0.00000,1000.00000,0.02054,93.89389,70.78078,31.94194,0.16269,0.02192,0.00400,0.63270,0.25451
0.00000,0.00000,1000.00000,0.02997,55.95596,170.79079,209.62962,0.17403,0.02192,0.00300,0.63033,0.24962
0.00000,0.00000,1000.00000,0.00818,75.67567,666.95697,90.20020,0.17225,0.02192,0.00400,0.64742,0.28532
0.00000,0.00000,1000.00000,0.00276,96.49650,96.02602,884.45447,0.16021,0.02192,0.02000,0.62712,0.21641
0.00000,0.00000,1000.00000,0.01070,3.20320,412.56256,171.76176,0.18750,0.02192,0.00200,0.64890,0.30011
0.00000,0.00000,1000.00000,0.01438,31.23123,293.13315,481.50150,0.18653,0.02192,0.00500,0.64383,0.29081
0.00000,0.00000,1000.00000,0.01623,26.42643,791.24121,62.04204,0.22681,0.02192,0.00100,0.70166,0.44874
0.00000,0.00000,1000.00000,0.02138,39.33934,792.21222,786.38641,0.20733,0.02192,0.00200,0.67775,0.37268
0.00000,0.00000,1000.00000,0.00468,54.85485,751.43146,851.44147,0.20508,0.02192,0.01400,0.66974,0.35297
0.00000,0.00000,1000.00000,0.02102,36.73674,408.67868,747.54755,0.19256,0.02192,0.00300,0.65366,0.31298
0.00000,0.00000,1000.00000,0.00456,76.07607,424.21420,37.76777,0.16765,0.02192,0.01300,0.63222,0.24278
0.00000,0.00000,1000.00000,0.00091,90.59059,374.69470,104.76476,0.18635,0.02192,0.02400,0.63893,0.26502
0.00000,0.00000,1000.00000,0.02009,25.72573,499.94995,719.38940,0.19557,0.02192,0.00200,0.65928,0.32267
0.00000,0.00000,1000.00000,0.02997,26.02603,299.92993,82.43243,0.16480,0.02192,0.00200,0.63391,0.24884
0.00000,0.00000,1000.00000,0.01833,0.10010,178.55856,522.28229,0.21149,0.02192,0.00400,0.65986,0.32542
0.00000,0.00000,1000.00000,0.00178,11.01101,713.56354,964.07410,0.22521,0.02192,0.02600,0.67481,0.36784
0.00000,0.00000,1000.00000,0.02530,12.21221,692.20221,389.25925,0.20137,0.02192,0.00200,0.66888,0.35207
0.00000,0.00000,1000.00000,0.00486,13.61361,55.24525,498.97897,0.18213,0.02192,0.00900,0.64767,0.27887
0.00000,0.00000,1000.00000,0.00492,20.92092,417.41742,579.56958,0.22442,0.02192,0.01000,0.67354,0.36747
0.00000,0.00000,1000.00000,0.00300,93.69370,212.54254,867.94794,0.18942,0.02192,0.01800,0.64768,0.28366
0.00000,0.00000,1000.00000,0.01659,65.46546,780.56055,874.74475,0.20049,0.02192,0.00200,0.67805,0.37332
0.00000,0.00000,1000.00000,0.01728,21.42142,897.07709,401.88190,0.21242,0.02192,0.00100,0.68128,0.38026
0.00000,0.00000,1000.00000,0.00498,98.69870,734.92493,291.19119,0.17097,0.02192,0.01200,0.64845,0.29066
0.00000,0.00000,1000.00000,0.00495,86.68668,598.98901,533.93396,0.17854,0.02192,0.01200,0.64607,0.28564
0.00000,0.00000,1000.00000,0.02515,57.55756,721.33136,113.50350,0.18091,0.02192,0.00100,0.65850,0.31869
0.00000,0.00000,1000.00000,0.00812,34.53453,480.53052,964.07410,0.19168,0.02192,0.00600,0.65458,0.31227
0.00000,0.00000,1000.00000,0.01890,32.23223,619.37939,989.31934,0.18782,0.02192,0.00300,0.66069,0.32506
0.00000,0.00000,1000.00000,0.00689,61.76176,954.36438,39.70971,0.17231,0.02192,0.00800,0.66063,0.31413
0.00000,0.00000,1000.00000,0.00357,55.35535,258.17819,582.48248,0.18920,0.02192,0.01600,0.63956,0.27502
0.00000,0.00000,1000.00000,0.00935,95.79580,67.86787,340.71072,0.19229,0.02192,0.00200,0.65966,0.30551
0.00000,0.00000,1000.00000,0.01659,34.33434,136.80681,1000.00000,0.18145,0.02192,0.00200,0.64357,0.26969
0.00000,0.00000,1000.00000,0.01626,28.92893,189.23924,552.38239,0.20588,0.02192,0.00300,0.65401,0.31049
0.00000,0.00000,1000.00000,0.02264,88.08809,941.74176,370.81082,0.17614,0.02192,0.00200,0.66386,0.33040
0.00000,0.00000,1000.00000,0.01970,73.37337,918.43842,262.06207,0.17985,0.02192,0.00200,0.66352,0.33504
0.00000,0.00000,1000.00000,0.01234,83.18318,583.45343,469.84985,0.17131,0.02192,0.00400,0.64206,0.27050
0.00000,0.00000,1000.00000,0.01489,12.21221,800.95093,225.16516,0.19477,0.02192,0.00200,0.66643,0.34735
0.00000,0.00000,1000.00000,0.02779,25.82583,464.02402,209.62962,0.18860,0.02192,0.00300,0.65182,0.30308
0.00000,0.00000,1000.00000,0.01988,1.20120,243.61362,783.47345,0.21349,0.02192,0.00800,0.65805,0.32412
0.00000,0.00000,1000.00000,0.01315,7.60761,323.23325,797.06708,0.21151,0.02192,0.00500,0.65992,0.33383
0.00000,0.00000,1000.00000,0.02877,57.25726,260.12012,317.40741,0.19107,0.02192,0.00200,0.64609,0.29103
0.00000,0.00000,1000.00000,0.01007,48.64865,873.77380,779.58960,0.21087,0.02192,0.00300,0.68571,0.39595
0.00000,0.00000,1000.00000,0.02437,58.75876,729.09912,970.87085,0.19821,0.02192,0.00200,0.67718,0.36343
0.00000,0.00000,1000.00000,0.00237,32.33233,309.63965,901.93195,0.22098,0.02192,0.02000,0.66688,0.35352
0.00000,0.00000,1000.00000,0.00683,23.52352,755.31531,41.65165,0.21992,0.02192,0.01100,0.68704,0.39563
0.00000,0.00000,1000.00000,0.02027,31.23123,157.19720,606.75677,0.20693,0.02192,0.00400,0.65457,0.30884
0.00000,0.00000,1000.00000,0.00240,23.82382,554.32434,378.57858,0.21842,0.02192,0.02000,0.67271,0.36973
0.00000,0.00000,1000.00000,0.01420,17.61762,162.05205,109.61962,0.18477,0.02192,0.00700,0.63956,0.27311
0.00000,0.00000,1000.00000,0.02764,15.11512,37.76777,925.23523,0.13136,0.02192,0.00200,0.61903,0.19757
0.00000,0.00000,1000.00000,0.00920,53.35335,302.84283,861.15112,0.19749,0.02192,0.00900,0.65302,0.31350
