iteration,fidelity,n_samples,metallicity,envelope_eff_alpha,sigma_bh,sigma_ns,y_cnp,y_cnp_err,y_raw,log_prop,bce
0.00000,0.00000,1000.00000,0.01680,83.78378,887.36737,707.73773,0.17537,0.02192,0.00200,0.65821,0.31237
0.00000,0.00000,1000.00000,0.02895,50.25025,139.71973,955.33533,0.18208,0.02192,0.00300,0.64601,0.27504
0.00000,0.00000,1000.00000,0.02207,40.94094,368.86887,894.16418,0.20440,0.02192,0.00200,0.66701,0.34820
0.00000,0.00000,1000.00000,0.02237,47.74775,860.18018,597.04706,0.19657,0.02192,0.00200,0.67820,0.37152
0.00000,0.00000,1000.00000,0.02587,95.09509,63.98398,127.09710,0.16480,0.02192,0.00300,0.63077,0.23591
0.00000,0.00000,1000.00000,0.00800,59.55956,250.41042,168.84885,0.18834,0.02192,0.01000,0.63885,0.27087
0.00000,0.00000,1000.00000,0.01228,70.27027,720.36035,999.02905,0.19496,0.02192,0.00600,0.67577,0.35888
0.00000,0.00000,1000.00000,0.00896,65.06506,327.11713,155.25525,0.18713,0.02192,0.00900,0.64705,0.28725
0.00000,0.00000,1000.00000,0.01390,62.16216,433.92392,346.53653,0.18884,0.02192,0.00600,0.64911,0.29397
0.00000,0.00000,1000.00000,0.02150,44.04404,286.33633,616.46649,0.18655,0.02192,0.00300,0.64282,0.28199
0.00000,0.00000,1000.00000,0.00887,42.04204,402.85284,516.45648,0.21094,0.02192,0.01000,0.66116,0.32772
0.00000,0.00000,1000.00000,0.00788,52.95295,60.10010,461.11111,0.17137,0.02192,0.00900,0.64014,0.25250
0.00000,0.00000,1000.00000,0.01896,35.23524,662.10211,298.95895,0.21584,0.02192,0.00100,0.68286,0.39019
0.00000,0.00000,1000.00000,0.01408,9.50951,151.37137,427.12714,0.21120,0.02192,0.00600,0.65342,0.30913
0.00000,0.00000,1000.00000,0.00417,29.32933,99.90991,979.60962,0.20395,0.02192,0.01900,0.65960,0.30542
0.00000,0.00000,1000.00000,0.01770,15.61562,591.22119,648.50848,0.22098,0.02192,0.00300,0.67957,0.37281
0.00000,0.00000,1000.00000,0.02796,78.47848,326.14615,601.90192,0.17930,0.02192,0.00100,0.64881,0.29153
0.00000,0.00000,1000.00000,0.02479,37.73774,264.97498,447.51752,0.19763,0.02192,0.00200,0.65247,0.30644
0.00000,0.00000,1000.00000,0.02497,83.38338,91.17117,675.69568,0.17079,0.02192,0.00200,0.64272,0.25653
0.00000,0.00000,1000.00000,0.01004,37.93794,137.77777,900.96094,0.20516,0.02192,0.00800,0.65892,0.30988
0.00000,0.00000,1000.00000,0.01961,51.15115,675.69568,575.68567,0.20131,0.02192,0.00100,0.66846,0.34178
0.00000,0.00000,1000.00000,0.01851,40.54054,989.31934,60.10010,0.21429,0.02192,0.00100,0.69803,0.42879
0.00000,0.00000,1000.00000,0.01803,79.17918,45.53553,427.12714,0.16056,0.02192,0.00300,0.63979,0.24569
0.00000,0.00000,1000.00000,0.00178,25.72573,200.89088,692.20221,0.24085,0.02192,0.01900,0.67759,0.37635
0.00000,0.00000,1000.00000,0.02497,38.53854,251.38138,471.79178,0.19190,0.02192,0.00100,0.64678,0.29117
0.00000,0.00000,1000.00000,0.01273,51.35135,941.74176,802.89288,0.20953,0.02192,0.00300,0.68702,0.38947
0.00000,0.00000,1000.00000,0.01144,2.70270,856.29633,789.29932,0.23670,0.02192,0.00600,0.70165,0.42832
0.00000,0.00000,1000.00000,0.00342,17.91792,615.49548,365.95596,0.22458,0.02192,0.01800,0.67889,0.38241
0.00000,0.00000,1000.00000,0.01785,0.40040,505.77579,204.77478,0.21476,0.02192,0.00800,0.67149,0.35415
0.00000,0.00000,1000.00000,0.02357,64.56457,964.07410,475.67569,0.20742,0.02192,0.00100,0.68476,0.38058
0.00000,0.00000,1000.00000,0.00309,26.72673,559.17920,347.50751,0.21737,0.02192,0.01400,0.67678,0.37856
0.00000,0.00000,1000.00000,0.00073,29.22923,90.20020,504.80481,0.21116,0.02192,0.02100,0.65837,0.30835
0.00000,0.00000,1000.00000,0.00585,73.57357,353.33334,421.30130,0.21077,0.02192,0.00700,0.66539,0.33930
0.00000,0.00000,1000.00000,0.01393,58.55856,154.28429,894.16418,0.19983,0.02192,0.00600,0.66043,0.31064
0.00000,0.00000,1000.00000,0.00519,90.69069,790.27026,740.75073,0.19394,0.02192,0.00700,0.66989,0.34779
0.00000,0.00000,1000.00000,0.00656,30.03003,33.88388,392.17218,0.15099,0.02192,0.00600,0.62736,0.22245
0.00000,0.00000,1000.00000,0.00591,30.43043,992.23224,47.47748,0.22251,0.02192,0.00500,0.70391,0.43609
0.00000,0.00000,1000.00000,0.00480,87.88789,197.00700,303.81381,0.20126,0.02192,0.00800,0.65846,0.31681
0.00000,0.00000,1000.00000,0.00312,99.69970,66.89690,936.88690,0.15189,0.02192,0.01300,0.62746,0.21327
0.00000,0.00000,1000.00000,0.00306,34.53453,872.80280,144.57457,0.22469,0.02192,0.01400,0.69063,0.42416
0.00000,0.00000,1000.00000,0.01575,22.82282,308.66867,245.55556,0.21131,0.02192,0.00300,0.66272,0.33862
0.00000,0.00000,1000.00000,0.00067,94.99500,997.08710,850.47046,0.19643,0.02192,0.02100,0.67089,0.34761
0.00000,0.00000,1000.00000,0.01489,52.45245,380.52051,84.37437,0.17701,0.02192,0.00300,0.64403,0.27536
0.00000,0.00000,1000.00000,0.00665,90.69069,702.88287,144.57457,0.19248,0.02192,0.00800,0.66407,0.33493
0.00000,0.00000,1000.00000,0.00258,59.05906,583.45343,840.76074,0.20960,0.02192,0.01500,0.67540,0.36926
0.00000,0.00000,1000.00000,0.01381,31.53153,914.55457,249.43944,0.21013,0.02192,0.00200,0.68388,0.39802
0.00000,0.00000,1000.00000,0.00034,18.41842,756.28632,412.56256,0.23380,0.02192,0.02100,0.68389,0.39216
0.00000,0.00000,1000.00000,0.01153,85.08508,873.77380,111.56156,0.20263,0.02192,0.00300,0.68305,0.38601
0.00000,0.00000,1000.00000,0.01135,79.57958,931.06104,847.55756,0.19643,0.02192,0.00300,0.67927,0.37630
0.00000,0.00000,1000.00000,0.01863,71.27127,296.04605,880.57056,0.19326,0.02192,0.00100,0.65734,0.31603
0.00000,0.00000,1000.00000,0.00046,1.20120,965.04504,139.71973,0.26750,0.02192,0.02500,0.72160,0.51155
0.00000,0.00000,1000.00000,0.01955,62.86286,181.47147,572.77277,0.20035,0.02192,0.00100,0.65785,0.31453
0.00000,0.00000,1000.00000,0.02617,29.52953,65.92593,693.17316,0.17439,0.02192,0.00100,0.64271,0.26713
0.00000,0.00000,1000.00000,0.01078,70.57057,421.30130,574.71472,0.21620,0.02192,0.00500,0.67546,0.37093
0.00000,0.00000,1000.00000,0.00411,18.01802,634.91492,671.81183,0.23606,0.02192,0.01000,0.69355,0.42510
0.00000,0.00000,1000.00000,0.00639,42.44244,105.73573,554.32434,0.21052,0.02192,0.00900,0.66430,0.32481
0.00000,0.00000,1000.00000,0.02952,24.02402,190.21021,495.09509,0.21482,0.02192,0.00100,0.65874,0.32511
0.00000,0.00000,1000.00000,0.01866,79.17918,78.54855,152.34235,0.18226,0.02192,0.00200,0.64197,0.26457
0.00000,0.00000,1000.00000,0.00297,14.31431,920.38037,374.69470,0.24178,0.02192,0.01300,0.69670,0.43418
0.00000,0.00000,1000.00000,0.00803,51.85185,223.22322,120.30030,0.19553,0.02192,0.00800,0.64864,0.29998
0.00000,0.00000,1000.00000,0.02931,17.31732,327.11713,785.41541,0.21753,0.02192,0.00100,0.66874,0.35981
0.00000,0.00000,1000.00000,0.02476,2.50250,203.80380,736.86688,0.23010,0.02192,0.00100,0.67163,0.36445
0.00000,0.00000,1000.00000,0.00208,97.19720,894.16418,502.86285,0.19263,0.02192,0.01300,0.67007,0.36492
0.00000,0.00000,1000.00000,0.00618,44.84484,168.84885,669.86987,0.22854,0.02192,0.01000,0.67360,0.36164
0.00000,0.00000,1000.00000,0.00429,20.82082,850.47046,698.99902,0.22929,0.02192,0.01000,0.69286,0.41780
0.00000,0.00000,1000.00000,0.02719,2.00200,363.04303,155.25525,0.21243,0.02192,0.00100,0.66842,0.34993
0.00000,0.00000,1000.00000,0.01156,57.25726,727.15717,80.49049,0.20478,0.02192,0.00300,0.67884,0.38541
0.00000,0.00000,1000.00000,0.03000,35.53553,63.01301,672.78278,0.16323,0.02192,0.00100,0.63408,0.24347
0.00000,0.00000,1000.00000,0.01509,67.06707,413.53354,73.69370,0.18056,0.02192,0.00200,0.64559,0.28254
0.00000,0.00000,1000.00000,0.02859,77.27728,239.72974,901.93195,0.20817,0.02192,0.00100,0.66517,0.33644
0.00000,0.00000,1000.00000,0.01767,50.95095,938.82886,613.55353,0.20624,0.02192,0.00200,0.68373,0.39756
0.00000,0.00000,1000.00000,0.00483,95.39539,993.20319,491.21121,0.19396,0.02192,0.01000,0.67343,0.35771
0.00000,0.00000,1000.00000,0.02006,50.25025,809.68970,519.36938,0.20179,0.02192,0.00100,0.68009,0.38993
0.00000,0.00000,1000.00000,0.02365,60.46046,104.76476,565.00500,0.18667,0.02192,0.00100,0.65147,0.28924
0.00000,0.00000,1000.00000,0.01830,99.89990,426.15616,802.89288,0.18554,0.02192,0.00100,0.66307,0.33677
0.00000,0.00000,1000.00000,0.01997,64.06406,286.33633,881.54156,0.19927,0.02192,0.00100,0.65971,0.33123
0.00000,0.00000,1000.00000,0.00653,86.18619,832.02203,163.99399,0.19268,0.02192,0.01000,0.66444,0.35187
0.00000,0.00000,1000.00000,0.00181,63.46346,666.95697,474.70471,0.20068,0.02192,0.01400,0.66802,0.36544
0.00000,0.00000,1000.00000,0.01581,1.30130,478.58859,251.38138,0.21368,0.02192,0.00600,0.67017,0.36209
0.00000,0.00000,1000.00000,0.01949,20.12012,778.61859,624.23425,0.21602,0.02192,0.00100,0.68217,0.38859
0.00000,0.00000,1000.00000,0.01315,30.83083,623.26324,614.52454,0.22111,0.02192,0.00200,0.67970,0.38224
0.00000,0.00000,1000.00000,0.00324,40.44044,58.15816,326.14615,0.18858,0.02192,0.01200,0.64936,0.28555
0.00000,0.00000,1000.00000,0.02099,20.82082,945.62561,888.33832,0.21279,0.02192,0.00100,0.69083,0.40370
0.00000,0.00000,1000.00000,0.02916,74.07407,760.17017,656.27631,0.18457,0.02192,0.00100,0.65947,0.32241
0.00000,0.00000,1000.00000,0.02967,74.97498,943.68365,216.42642,0.20982,0.02192,0.00100,0.68920,0.42800
0.00000,0.00000,1000.00000,0.00812,1.90190,264.97498,875.71570,0.21115,0.02192,0.00700,0.65736,0.32502
0.00000,0.00000,1000.00000,0.01773,96.09610,181.47147,568.88892,0.17307,0.02192,0.00300,0.63864,0.25960
0.00000,0.00000,1000.00000,0.00624,20.72072,163.99399,232.93294,0.21662,0.02192,0.00900,0.65851,0.32628
0.00000,0.00000,1000.00000,0.02599,49.54955,603.84387,434.89490,0.20298,0.02192,0.00100,0.67361,0.37309
0.00000,0.00000,1000.00000,0.02075,32.33233,997.08710,925.23523,0.21447,0.02192,0.00100,0.69384,0.40910
0.00000,0.00000,1000.00000,0.01940,25.72573,238.75876,619.37939,0.21195,0.02192,0.00200,0.65718,0.32722
0.00000,0.00000,1000.00000,0.02300,88.78879,915.52551,32.91291,0.16539,0.02192,0.00100,0.65523,0.29311
0.00000,0.00000,1000.00000,0.00716,52.85285,91.17117,233.90390,0.20088,0.02192,0.00600,0.64942,0.29554
0.00000,0.00000,1000.00000,0.00166,73.07307,879.59961,599.95996,0.19007,0.02192,0.01100,0.66541,0.34946
0.00000,0.00000,1000.00000,0.00707,67.66767,128.06807,574.71472,0.19921,0.02192,0.00300,0.66162,0.31683
0.00000,0.00000,1000.00000,0.01656,20.32032,213.51352,885.42542,0.20966,0.02192,0.00400,0.65599,0.31647
0.00000,0.00000,1000.00000,0.01303,22.42242,858.23822,566.94696,0.20369,0.02192,0.00400,0.67396,0.36958
0.00000,0.00000,1000.00000,0.00615,88.38839,87.28728,77.57758,0.19386,0.02192,0.00700,0.65594,0.31467
0.00000,0.00000,1000.00000,0.00139,19.01902,218.36836,289.24924,0.23850,0.02192,0.01500,0.67498,0.37311
0.00000,0.00000,1000.00000,0.01081,13.51351,966.01599,249.43944,0.20427,0.02192,0.00300,0.67415,0.37527
0.00000,0.00000,1000.00000,0.00881,8.80881,395.08508,163.99399,0.19804,0.02192,0.00400,0.65516,0.31930
0.00000,0.00000,1000.00000,0.00692,48.14815,420.33032,436.83682,0.21271,0.02192,0.00500,0.66258,0.33981
0.00000,0.00000,1000.00000,0.00800,60.76076,505.77579,648.50848,0.21365,0.02192,0.00200,0.68157,0.38748
0.00000,0.00000,1000.00000,0.02461,55.65565,770.85083,626.17615,0.19247,0.02192,0.00200,0.66254,0.33382
0.00000,0.00000,1000.00000,0.01096,13.21321,142.63263,782.50250,0.20343,0.02192,0.00400,0.65332,0.31273
0.00000,0.00000,1000.00000,0.00312,27.02703,797.06708,531.99200,0.20648,0.02192,0.01200,0.67098,0.37412
0.00000,0.00000,1000.00000,0.00267,6.30631,558.20819,281.48148,0.21401,0.02192,0.01000,0.66774,0.35942
0.00000,0.00000,1000.00000,0.01617,53.15315,194.09410,460.14014,0.18368,0.02192,0.00400,0.63704,0.27208
0.00000,0.00000,1000.00000,0.01761,51.75175,948.53851,529.07910,0.19283,0.02192,0.00100,0.66917,0.35167
0.00000,0.00000,1000.00000,0.02009,47.34735,825.22522,144.57457,0.19326,0.02192,0.00300,0.66712,0.35253
0.00000,0.00000,1000.00000,0.00016,21.12112,241.67168,569.85986,0.23473,0.02192,0.01500,0.67017,0.36699
0.00000,0.00000,1000.00000,0.00070,55.55556,224.19420,706.76678,0.22364,0.02192,0.01800,0.66523,0.35062
0.00000,0.00000,1000.00000,0.02207,62.26226,167.87788,203.80380,0.18635,0.02192,0.00100,0.64491,0.28106
0.00000,0.00000,1000.00000,0.00950,51.05105,486.35635,894.16418,0.18154,0.02192,0.00200,0.65242,0.30949
0.00000,0.00000,1000.00000,0.00656,16.31632,452.37238,639.76978,0.19843,0.02192,0.00500,0.65674,0.32660
0.00000,0.00000,1000.00000,0.01650,29.62963,498.00800,986.40643,0.19829,0.02192,0.00300,0.66064,0.32920
0.00000,0.00000,1000.00000,0.01608,90.19019,498.97897,151.37137,0.16643,0.02192,0.00300,0.64095,0.27093
0.00000,0.00000,1000.00000,0.02270,95.69569,453.34335,698.02802,0.18163,0.02192,0.00100,0.66169,0.32718
0.00000,0.00000,1000.00000,0.02357,92.69270,625.20520,440.72073,0.17225,0.02192,0.00100,0.65629,0.32407
0.00000,0.00000,1000.00000,0.00549,82.18218,632.97296,517.42743,0.17755,0.02192,0.00600,0.64908,0.29378
0.00000,0.00000,1000.00000,0.01495,99.39940,969.89990,682.49249,0.17054,0.02192,0.00200,0.66356,0.33546
0.00000,0.00000,1000.00000,0.02183,67.06707,159.13914,592.19220,0.19230,0.02192,0.00100,0.65198,0.29857
0.00000,0.00000,1000.00000,0.02342,63.76376,166.90691,422.27228,0.18342,0.02192,0.00100,0.64018,0.27366
0.00000,0.00000,1000.00000,0.02476,99.19920,972.81281,580.54053,0.17145,0.02192,0.00100,0.66283,0.33309
0.00000,0.00000,1000.00000,0.02949,5.10510,62.04204,940.77075,0.16263,0.02192,0.00200,0.64127,0.26474
0.00000,0.00000,1000.00000,0.02171,42.34234,354.30429,341.68167,0.19919,0.02192,0.00100,0.65390,0.30976
0.00000,0.00000,1000.00000,0.02431,41.54154,712.59259,981.55157,0.19587,0.02192,0.00200,0.67235,0.35670
0.00000,0.00000,1000.00000,0.00330,54.05405,138.74875,597.04706,0.19432,0.02192,0.00800,0.65328,0.30192
0.00000,0.00000,1000.00000,0.00480,54.55455,375.66568,517.42743,0.20126,0.02192,0.00700,0.66059,0.33512
0.00000,0.00000,1000.00000,0.00636,97.69770,547.52753,650.45044,0.17644,0.02192,0.00400,0.64914,0.29543
0.00000,0.00000,1000.00000,0.01647,46.44645,982.52252,251.38138,0.19027,0.02192,0.00100,0.67140,0.36886
0.00000,0.00000,1000.00000,0.02928,52.95295,190.21021,924.26428,0.21030,0.02192,0.00100,0.66719,0.33556
0.00000,0.00000,1000.00000,0.00872,26.42643,756.28632,690.26025,0.20356,0.02192,0.00200,0.67146,0.35557
0.00000,0.00000,1000.00000,0.00830,34.73473,633.94397,572.77277,0.19824,0.02192,0.00200,0.66146,0.32851
0.00000,0.00000,1000.00000,0.00881,55.65565,823.28326,82.43243,0.19095,0.02192,0.00200,0.67276,0.37067
0.00000,0.00000,1000.00000,0.00237,42.64264,343.62363,179.52953,0.19214,0.02192,0.00900,0.65392,0.31266
0.00000,0.00000,1000.00000,0.00243,72.27227,828.13812,432.95294,0.18763,0.02192,0.01000,0.66329,0.33994
0.00000,0.00000,1000.00000,0.01168,40.34034,737.83783,400.91092,0.19799,0.02192,0.00200,0.67194,0.36485
0.00000,0.00000,1000.00000,0.01453,42.74274,232.93294,176.61662,0.19078,0.02192,0.00300,0.64394,0.28277
0.00000,0.00000,1000.00000,0.00803,78.17818,717.44745,69.80981,0.16719,0.02192,0.00400,0.64925,0.28692
0.00000,0.00000,1000.00000,0.01351,64.76476,610.64062,303.81381,0.19983,0.02192,0.00100,0.67584,0.36997
0.00000,0.00000,1000.00000,0.00342,64.46446,359.15915,619.37939,0.18479,0.02192,0.01300,0.65068,0.30671
0.00000,0.00000,1000.00000,0.00115,71.07107,906.78680,126.12613,0.19615,0.02192,0.02100,0.66566,0.34745
0.00000,0.00000,1000.00000,0.02006,75.77577,239.72974,197.97798,0.17927,0.02192,0.00300,0.63583,0.25880
0.00000,0.00000,1000.00000,0.00067,97.79780,795.12512,872.80280,0.19379,0.02192,0.02100,0.66232,0.33185
0.00000,0.00000,1000.00000,0.02003,60.26026,364.01401,458.19821,0.20251,0.02192,0.00200,0.65969,0.32628
0.00000,0.00000,1000.00000,0.01758,23.22322,866.97699,583.45343,0.20416,0.02192,0.00100,0.68005,0.39260
0.00000,0.00000,1000.00000,0.01851,38.33834,274.68469,271.77176,0.20042,0.02192,0.00100,0.65022,0.29790
0.00000,0.00000,1000.00000,0.00055,100.00000,866.00598,313.52353,0.18252,0.02192,0.02000,0.65855,0.32588
0.00000,0.00000,1000.00000,0.01878,57.65766,798.03802,253.32332,0.18552,0.02192,0.00100,0.66555,0.34436
0.00000,0.00000,1000.00000,0.02072,82.28228,46.50651,598.01801,0.13857,0.02192,0.00200,0.62578,0.20885
0.00000,0.00000,1000.00000,0.01387,23.72372,198.94894,516.45648,0.21095,0.02192,0.00300,0.65703,0.32060
0.00000,0.00000,1000.00000,0.01755,6.50651,890.28027,674.72473,0.23222,0.02192,0.00100,0.70386,0.45329
0.00000,0.00000,1000.00000,0.02177,93.39339,123.21321,961.16113,0.16736,0.02192,0.00100,0.64339,0.25494
0.00000,0.00000,1000.00000,0.00633,8.40841,681.52155,35.82582,0.22945,0.02192,0.01200,0.69420,0.41750
0.00000,0.00000,1000.00000,0.00336,67.66767,498.97897,768.90894,0.19574,0.02192,0.01700,0.66260,0.33320
0.00000,0.00000,1000.00000,0.02090,39.83984,641.71173,453.34335,0.21578,0.02192,0.00300,0.68696,0.41104
0.00000,0.00000,1000.00000,0.00094,63.26326,689.28931,314.49451,0.22108,0.02192,0.02200,0.67622,0.37093
0.00000,0.00000,1000.00000,0.01961,60.46046,797.06708,859.20923,0.21558,0.02192,0.00200,0.69022,0.40853
0.00000,0.00000,1000.00000,0.02120,32.93293,201.86186,199.91992,0.20772,0.02192,0.00300,0.64996,0.29599
0.00000,0.00000,1000.00000,0.02362,12.61261,889.30933,54.27427,0.23967,0.02192,0.00300,0.71474,0.47806
0.00000,0.00000,1000.00000,0.02587,9.50951,808.71869,499.94995,0.21628,0.02192,0.00200,0.68548,0.40125
0.00000,0.00000,1000.00000,0.01156,72.87287,812.60260,235.84584,0.19369,0.02192,0.00600,0.67092,0.36369
0.00000,0.00000,1000.00000,0.02252,51.15115,874.74475,447.51752,0.21358,0.02192,0.00200,0.68686,0.39776
0.00000,0.00000,1000.00000,0.00851,42.14214,971.84186,314.49451,0.20959,0.02192,0.01100,0.67923,0.38234
0.00000,0.00000,1000.00000,0.01084,44.64465,610.64062,313.52353,0.21239,0.02192,0.00800,0.67724,0.37713
0.00000,0.00000,1000.00000,0.02982,1.70170,869.88989,895.13513,0.22896,0.02192,0.00100,0.70277,0.44085
0.00000,0.00000,1000.00000,0.02048,56.15615,87.28728,905.81580,0.17649,0.02192,0.00400,0.64710,0.27115
0.00000,0.00000,1000.00000,0.02749,61.86186,212.54254,879.59961,0.21357,0.02192,0.00100,0.67036,0.35145
0.00000,0.00000,1000.00000,0.02096,55.35535,886.39642,595.10510,0.20576,0.02192,0.00400,0.68315,0.39469
0.00000,0.00000,1000.00000,0.01680,19.81982,323.23325,137.77777,0.20439,0.02192,0.00500,0.65851,0.31569
0.00000,0.00000,1000.00000,0.00237,14.51451,756.28632,233.90390,0.21785,0.02192,0.02000,0.67351,0.36399
0.00000,0.00000,1000.00000,0.02554,12.21221,913.58356,660.16016,0.23159,0.02192,0.00200,0.70409,0.45054
0.00000,0.00000,1000.00000,0.01683,8.30831,738.80884,169.81982,0.21860,0.02192,0.00400,0.68495,0.39974
0.00000,0.00000,1000.00000,0.00243,7.90791,949.50952,154.28429,0.25680,0.02192,0.01800,0.71221,0.48628
0.00000,0.00000,1000.00000,0.00507,83.58358,632.97296,592.19220,0.20347,0.02192,0.01600,0.66426,0.33011
0.00000,0.00000,1000.00000,0.02838,31.33133,750.46045,173.70370,0.20874,0.02192,0.00400,0.67890,0.38353
0.00000,0.00000,1000.00000,0.01683,56.45646,424.21420,871.83185,0.20494,0.02192,0.00500,0.66620,0.34154
0.00000,0.00000,1000.00000,0.02952,13.51351,604.81482,30.00000,0.22173,0.02192,0.00200,0.69142,0.40540
0.00000,0.00000,1000.00000,0.01052,88.48849,399.93994,178.55856,0.18468,0.02192,0.00100,0.65851,0.31936
0.00000,0.00000,1000.00000,0.00609,84.88489,980.58057,617.43744,0.18816,0.02192,0.01600,0.66442,0.34026
0.00000,0.00000,1000.00000,0.00043,92.49249,164.96497,628.11810,0.21134,0.02192,0.02000,0.65998,0.30927
0.00000,0.00000,1000.00000,0.02515,90.69069,114.47447,974.75476,0.17012,0.02192,0.00300,0.64383,0.25681
0.00000,0.00000,1000.00000,0.00905,36.43644,850.47046,164.96497,0.20787,0.02192,0.00900,0.67746,0.37892
0.00000,0.00000,1000.00000,0.01096,2.20220,972.81281,741.72174,0.23411,0.02192,0.00800,0.70138,0.43470
0.00000,0.00000,1000.00000,0.02192,45.74575,747.54755,738.80884,0.22365,0.02192,0.00400,0.68913,0.40290
0.00000,0.00000,1000.00000,0.01073,1.40140,796.09607,672.78278,0.23994,0.02192,0.01600,0.69310,0.41062
0.00000,0.00000,1000.00000,0.01058,64.76476,232.93294,952.42242,0.21565,0.02192,0.01200,0.66434,0.33291
0.00000,0.00000,1000.00000,0.00695,63.56356,56.21622,426.15616,0.18493,0.02192,0.01300,0.64959,0.27813
0.00000,0.00000,1000.00000,0.01019,51.95195,295.07507,373.72372,0.21082,0.02192,0.00100,0.66731,0.34800
0.00000,0.00000,1000.00000,0.02662,75.27528,752.40240,61.07107,0.19188,0.02192,0.00600,0.66996,0.34320
0.00000,0.00000,1000.00000,0.02225,71.07107,779.58960,781.53156,0.21226,0.02192,0.00400,0.68277,0.38626
0.00000,0.00000,1000.00000,0.02749,54.25425,811.63165,75.63564,0.21357,0.02192,0.00500,0.69061,0.41640
0.00000,0.00000,1000.00000,0.02722,40.74074,513.54352,255.26526,0.21285,0.02192,0.00600,0.67491,0.36489
0.00000,0.00000,1000.00000,0.02398,92.09209,192.15215,281.48148,0.17972,0.02192,0.00500,0.63908,0.26669
0.00000,0.00000,1000.00000,0.00815,71.57157,132.92293,950.48047,0.19603,0.02192,0.01300,0.65782,0.29846
0.00000,0.00000,1000.00000,0.00749,45.64565,118.35836,364.01401,0.21166,0.02192,0.01300,0.65576,0.31051
0.00000,0.00000,1000.00000,0.00211,53.65365,796.09607,919.40942,0.23159,0.02192,0.02300,0.69091,0.40907
0.00000,0.00000,1000.00000,0.02928,25.22523,718.41840,37.76777,0.22180,0.02192,0.00200,0.69760,0.42443
0.00000,0.00000,1000.00000,0.01620,9.30931,73.69370,520.34033,0.18255,0.02192,0.00400,0.64177,0.26966
0.00000,0.00000,1000.00000,0.00552,32.83283,632.97296,908.72870,0.21984,0.02192,0.01400,0.68068,0.38047
0.00000,0.00000,1000.00000,0.01411,25.52553,995.14514,873.77380,0.22752,0.02192,0.00700,0.69899,0.42546
0.00000,0.00000,1000.00000,0.01683,70.77077,935.91589,595.10510,0.19830,0.02192,0.00600,0.67760,0.37716
0.00000,0.00000,1000.00000,0.01779,47.84785,116.41642,716.47650,0.20167,0.02192,0.00400,0.65679,0.30518
0.00000,0.00000,1000.00000,0.02874,9.10911,355.27527,331.97198,0.23350,0.02192,0.00600,0.66836,0.35020
0.00000,0.00000,1000.00000,0.00276,37.53754,910.67065,541.70172,0.22797,0.02192,0.02200,0.68634,0.39806
0.00000,0.00000,1000.00000,0.01034,83.58358,519.36938,860.18018,0.19957,0.02192,0.00900,0.67075,0.34735
0.00000,0.00000,1000.00000,0.01958,26.52653,516.45648,400.91092,0.23060,0.02192,0.00500,0.68514,0.39985
0.00000,0.00000,1000.00000,0.01354,38.03804,947.56757,965.04504,0.22600,0.02192,0.00300,0.70361,0.44511
0.00000,0.00000,1000.00000,0.00603,2.50250,799.00903,751.43146,0.24688,0.02192,0.00800,0.70495,0.44015
0.00000,0.00000,1000.00000,0.00163,36.83684,376.63663,948.53851,0.23369,0.02192,0.01900,0.68106,0.39035
0.00000,0.00000,1000.00000,0.00989,6.30631,486.35635,341.68167,0.22993,0.02192,0.00700,0.68396,0.40278
0.00000,0.00000,1000.00000,0.00770,5.80581,189.23924,435.86588,0.22957,0.02192,0.00700,0.66360,0.34317
0.00000,0.00000,1000.00000,0.00519,35.03503,319.34933,373.72372,0.24166,0.02192,0.01100,0.67681,0.37699
0.00000,0.00000,1000.00000,0.00474,79.27928,898.04803,715.50549,0.20380,0.02192,0.01600,0.67106,0.34739
0.00000,0.00000,1000.00000,0.01818,79.97998,74.66467,45.53553,0.19039,0.02192,0.00300,0.65556,0.31126
0.00000,0.00000,1000.00000,0.00630,0.30030,564.03406,965.04504,0.22600,0.02192,0.01400,0.67540,0.36500
0.00000,0.00000,1000.00000,0.00058,7.60761,107.67768,101.85185,0.20972,0.02192,0.03100,0.65050,0.29999
0.00000,0.00000,1000.00000,0.00019,11.71171,929.11914,428.09808,0.25136,0.02192,0.02300,0.69772,0.42195
0.00000,0.00000,1000.00000,0.02620,67.36737,494.12411,97.96796,0.18990,0.02192,0.00300,0.65781,0.31647
0.00000,0.00000,1000.00000,0.01512,40.14014,328.08807,132.92293,0.19697,0.02192,0.00500,0.65508,0.30915
0.00000,0.00000,1000.00000,0.01674,40.24024,449.45947,531.02100,0.21621,0.02192,0.00100,0.67552,0.36815
0.00000,0.00000,1000.00000,0.01782,28.12813,90.20020,390.23022,0.19599,0.02192,0.00200,0.65191,0.29858
0.00000,0.00000,1000.00000,0.02153,94.89490,600.93091,906.78680,0.18780,0.02192,0.00300,0.67011,0.34450
0.00000,0.00000,1000.00000,0.02210,8.70871,265.94595,363.04303,0.22773,0.02192,0.00500,0.66481,0.34092
0.00000,0.00000,1000.00000,0.01108,4.40440,973.78381,635.88586,0.21558,0.02192,0.00600,0.68768,0.40723
0.00000,0.00000,1000.00000,0.02500,41.34134,552.38239,744.63464,0.20941,0.02192,0.00400,0.67566,0.36602
0.00000,0.00000,1000.00000,0.01629,72.87287,614.52454,723.27325,0.20824,0.02192,0.00300,0.67726,0.36892
